id,title,gender,origin_id,meaning,used_in,additional_info
157,Amrit,Both,39,Immortal; ambrosia; nectar,English and Hindi speaking countries,
158,Amy,Girl,17,Loved,English speaking countries,"English form of  the Old French Aimée, in use in the United States since the 18th century.  It should be noted that the spellings Ami, and Amie are not used in France because they are the words used to refer to a friend.<br />
<br />
Amy is the name of"
159,Amya,Girl,7,High place,English and Hebrew speaking countries,"Amya (ah-MY-ah) has been modernly used in English-speaking countries as a variant of the Basque name Amaya.<br />
<br />
Amya (ahm-YAH) is also a Hebrew name, meaning ""people of God""."
160,Ana,Both,23,Grace; favour,"Bulgarian, Croatian, English, Hindi, Portuguese, Romanian, Serbian and Spanish speaking countries","As a masculine name Ana is the Malayalam for 'elephant'. As a feminine name it is derived from Anna (ultimately Hannah) and used in Bulgaria, Croatia, Portugal, Romania, Serbia and Spain. It is also used in English-speaking countries.<br />
<br />
Beare"
161,Anabel,Girl,27,Easy to love,English speaking countries,
162,Anabelle,Girl,27,Easy to love,English speaking countries,"Variant of Annabel. Ana is the Spanish, Portuguese, Bulgarian, Romanian, Serbian and Croatian form of Anna."
163,Anahi,Girl,33,The immaculate; chaste,English and Spanish speaking countries,"A diminutive form of the Persian Ahahita, Anahi is a shortened form or nickname that is also accepted and used on it's own."
164,Anastasia,Girl,21,Resurrection,English and Russian speaking countries,"There are several saints named Anastasia. St Anastasia of Sirmium was a fourth century martyr.  December 25 is St Anastasia's Day.<br />
<br />
 St Anastasia the Patrician lived in the sixth century. In order to escape the advances of Emperor Justinian"
165,Anaya,Both,23,God answered,English and Hebrew speaking countries,"Variant spelling of the Hebrew name Anaia, meaning ""God answered"". The standard English form of the name is Anaiah."
166,Anders,Boy,21,"Man, warrior","Danish, Dutch, English, Norwegian and Swedish speaking countries","Variant of Andreas used in Scandanavia, in Frisian and in some Dutch dialects. <br />
<br />
Anders Fogh Rasmussen is the current Prime Minister of Denmark, and Anders Celsius was a Swedish astronomer after whom the Celsius temperature scale is named."
167,Anderson,Boy,44,Male,English speaking countries,"Bearers of this surname include British comedian Clive Anderson, 'X-Files' actress Gillian Anderson and actress Pamela Anderson."
168,Andon,Boy,27,N/A,English and Armenian speaking countries,
169,Andrae,Boy,21,"Man, warrior",English speaking countries,
170,Andre,Boy,21,"Man, warrior","Dutch, English, French, German and Portuguese speaking countries","André is the French and Portuguese form of Andrew.<br />
<br />
André was the 2nd most popular boy's name in France in the 1910s, 20s and early 30s, and has since declined in popularity. André is currently particularly popular in Norway as a middle name"
171,Andrea,Both,21,"Man, warrior; manly","Danish, English, German, Italian, Norwegian, Portuguese and Spanish speaking countries","A feminine name in the English speaking world, but used for boys in Italy.<br />
<br />
Examples of it being used as a female name include Irish singer Andrea Corr, and author Andrea Levy. <br />
<br />
Male Andreas include singer Andrea Bocelli, pain"
172,Andreas,Boy,21,"Man, warrior","English, German, Greek and Spanish speaking countries","Greek root of names such as Andrew and André, the short form of names beginning with 'andr-' such as Androkles and Andronikos.<br />
<br />
The San Andreas Fault is a geological transform fault in California that marks the boundary between the North Ame"
173,Andrew,Boy,21,"Man, warrior",English speaking countries,"Andrew was a disciple of Jesus and of John the Baptist, who it is said was martyred by being crucified on a cross in the shape of an ""X"". He became a saint. This symbol is now referred to as Saint Andrew's cross. Andrew was the brother of Peter.<br />
<b"
174,Andria,Girl,21,"Man, warrior; manly",English speaking countries,
175,Andy,Both,21,"Man, warrior",English speaking countries,Nickname for Andrew or Andrea.
176,Angel,Both,21,Messenger,"Bulgarian, English and Spanish speaking countries","Angel is used mostly as a masculine name among Spanish-speaking communities, and mostly as a feminine name in English-speaking communities.  The Spanish name is pronounced ""ahn HEL,"" while the English version is pronounced ""AYN jel"")<br />
<br />
""Angel"
177,Angela,Girl,21,Messenger,"English, German and Spanish speaking countries","Angela is derived from the same origin as the vocabulary word 'Angel' - angels being the messengers of God. <br />
<br />
Famous bearers include German Chancellor Angela Merkel (who pronounces her name with a hard 'g'), actress Angela Lansbury and Briti"
178,Angelia,Girl,27,Angelic,English speaking countries,
179,Angelina,Girl,21,Messenger,"English, German, Italian, Polish and Russian speaking countries",Angelina Jolie is an American actress. The name is also shared by the character Angelina Ballerina - a dancing mouse.
180,Angelo,Boy,21,Messanger,"English, Italian and Spanish speaking countries","Italian and Spanish form of the Greek name Angelos.<br />
<br />
Angelo is a character in Shakespeare's 'Measure for Measure'."
181,Angie,Girl,21,Messenger,English speaking countries,"A nickname for names that start with 'Angel', especially Angela.  Has been used as a first name in its own right after the popularity of the song ""Angie"" by the Rolling Stones."
182,Angus,Boy,18,One choice,English speaking countries,Angus is the anglicized form of the Scottish and Irish Gaelic name Aonghus. It is both a first name and surname.
183,Anika,Both,23,Grace; favour,"Dutch, English, Finnish, Hindi and Swedish speaking countries","As a female name the name has origins in Hebrew, Latin and Japanese. In this form it is used in Dutch, Finnish and Swedish. As a male name however, it is Sanskrit in origin and is pronounced slightly different [see second given pronunciation]."
184,Anisa,Girl,23,Grace; favour,"African, English and Swahili speaking countries","Anisa can be a variation on the Hebrew name Anna, or a different spelling of the Arabic/Swahili name Aneesa."
185,Anisha,Girl,24,Constant; unceasing,English speaking countries,
186,Anissa,Girl,23,Grace; favour,English and Spanish speaking countries,
187,Anita,Both,23,Grace; favour,"English, Finnish, Hindi, Italian and Spanish speaking countries","Both used for females and males. As a female name Anita is derived from Anna and used in among other languages, English, Finnish, Spanish and Italian. <br />
As a male name it is Sanskrit in origin and used in the Hindu culture for boys."
188,Aniya,Girl,23,Ship,English and Polish speaking countries,"Derived from the Hebrew meaning ""ship, boat"", Aniya may also be taken as a modern variant of Ania."
189,Aniyah,Girl,23,Ship,English speaking countries,"Variant transcription of the Hebrew Aniya.<br />
Aniya may also have been used as a variant of Anya."
190,Anja,Girl,38,"Favor, grace",English speaking countries,
191,Anjali,Girl,39,Gift; offering,English and Indonesian speaking countries,
192,Anjelica,Girl,27,Of the angels,English speaking countries,A variant spelling of Angelica
193,Ann,Girl,23,Grace; favour,English speaking countries,"Ann is the English spelling of Anne, the French form of Hannah, that has been used since Medieval times.<br />
<br />
Ann Arbor is a city in Michigan, the 'Ann' part of the name comes from the first name of the wives of its founders John Allen and Elish"
194,Anna,Both,23,Grace; favour,"Bulgarian, Catalan, Czech, Dutch, English, Estonian, Finnish, German, Greek, Hindi, Hungarian, Italian, Japanese, Polish, Slovak and Armenian speaking countries","In a greater part of the world seen as a Latinate form of Hannah and used on females. <br />
<br />
On the Indian subcontinent it is considered masculine and derived from the Sanskrit, meaning 'grain'.  There was also a king of East Anglia named Anna.<b"
195,Annabel,Girl,27,Easy to love,English speaking countries,"Either an elaboration of Anna, or a past misreading of the name Amabel.<br />
<br />
'Annabel Lee' is a poem by Edgar Allan Poe, about a woman who Poe loved, even after her death.<br />
<br />
The name is borne by former English tennis player Annabel"
196,Annabella,Girl,27,Easy to love,English speaking countries,"Either an elaboration of Anna, or a past misreading of the name Amabel.<br />"
197,Annabelle,Girl,23,Grace; favour,English speaking countries,"Either an elaboration of Anna, or a past misreading of the name Amabel."
198,Annalise,Girl,23,Grace; favour,English speaking countries,A modern English variant of Anneliese.
199,Annamarie,Girl,15,Fuse of Anna and Maria,English speaking countries,
200,Anne,Girl,23,Grace; favour,"English, French and Norwegian speaking countries","Anne gained popularity through the belief that St Anne was the mother of the Virgin Mary. There is no Biblical basis for this, though Anna is one of the people who meets the infant Jesus at the Temple of Jerusalem. <br />
<br />
Anne is the name of vari"
201,Anneliese,Girl,23,Grace; favour,English speaking countries,
202,Annemarie,Girl,19,Fuse of Anna and Maria,"Dutch, English and German speaking countries","A fuse of Anna and Maria, which gained popularity in German and Dutch speaking countries in the 18th century. This was due to the fact that both Anna and Maria were quite popular and were sometimes given in pairs; so Anna Maria and Maria Anna. This eventu"
203,Annette,Girl,23,Grace; favour,English and French speaking countries,"Pet form of Anne.<br />
<br />
Notable bearers include actress Annette Bening, Annette Lu who is the Vice-President of the Republic of China - the area that is more commonly known as Taiwan, and Annette Kellerman, who is credited with the invention of s"
204,Annie,Girl,23,Grace; favour,English speaking countries,"Nickname for An- names.<br />
<br />
'Annie' is a comic strip and musical about a red-haired orphan who is taken in by a wealthy man, Warbucks, for Christmas and subsequently adopted by him. <br />
<br />
Annie Lennox is a Scottish singer and member o"
205,Annika,Girl,23,Grace; favour,"Dutch, English, Finnish and Swedish speaking countries",Annika Sörenstam is a successful Swedish professional golfer.
